occurrence_date_time_beijing,occurrence_date_time,fuel_tank_level,engine_total_hours_of_operation,high_resolution_total_vehicle_distance,engine_total_fuel_used,latitude,longitude,province,city,s_time,e_time,plan_mile,natural_index
2024-04-02T01:44:48Z,2024-04-01T17:44:48Z,81.6,1918.1,126507045,34053.5,28.5632,121.2401,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:45:19Z,2024-04-01T17:45:19Z,81.6,1918.1,126507045,34053.5,28.5684,121.2396,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:45:50Z,2024-04-01T17:45:50Z,81.6,1918.15,126508200,34054,28.5791,121.2384,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:46:21Z,2024-04-01T17:46:21Z,81.6,1918.15,126509465,34054,28.5846,121.2384,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:47:20Z,2024-04-01T17:47:20Z,81.6,1918.15,126509465,34054,28.5957,121.2386,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:47:53Z,2024-04-01T17:47:53Z,81.6,1918.15,126510715,34054.5,28.6013,121.239,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:48:24Z,2024-04-01T17:48:24Z,81.6,1918.15,126510715,34054.5,28.6074,121.2394,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:48:55Z,2024-04-01T17:48:55Z,81.6,1918.2,126512085,34055,28.6139,121.2399,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:49:19Z,2024-04-01T17:49:19Z,81.6,1918.2,126512085,34055,28.6139,121.2399,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:49:50Z,2024-04-01T17:49:50Z,81.6,1918.2,126513445,34055,28.6256,121.2392,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:50:28Z,2024-04-01T17:50:28Z,81.6,1918.2,126513445,34055,28.6317,121.2382,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:50:59Z,2024-04-01T17:50:59Z,81.6,1918.2,126514820,34055.5,28.6377,121.237,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:51:30Z,2024-04-01T17:51:30Z,81.6,1918.2,126514820,34055.5,28.6437,121.2363,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:52:01Z,2024-04-01T17:52:01Z,81.6,1918.25,126516195,34056,28.6499,121.2363,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:52:32Z,2024-04-01T17:52:32Z,81.6,1918.25,126516195,34056,28.6555,121.2364,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:53:03Z,2024-04-01T17:53:03Z,81.6,1918.25,126517515,34056,28.6615,121.2365,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:53:34Z,2024-04-01T17:53:34Z,81.6,1918.25,126517515,34056,28.6673,121.2372,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:54:05Z,2024-04-01T17:54:05Z,81.6,1918.25,126518840,34056.5,28.6732,121.2384,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:54:36Z,2024-04-01T17:54:36Z,81.6,1918.25,126518840,34056.5,28.6788,121.2393,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:55:07Z,2024-04-01T17:55:07Z,81.6,1918.3,126520185,34056.5,28.6848,121.2405,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:55:38Z,2024-04-01T17:55:38Z,81.6,1918.3,126520185,34056.5,28.6907,121.2408,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:56:09Z,2024-04-01T17:56:09Z,81.6,1918.3,126521460,34057,28.6944,121.2406,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:56:40Z,2024-04-01T17:56:40Z,81.6,1918.3,126521460,34057,28.6944,121.2406,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:57:11Z,2024-04-01T17:57:11Z,81.6,1918.3,126522445,34057,28.6944,121.2406,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:57:42Z,2024-04-01T17:57:42Z,81.6,1918.3,126522445,34057,28.6944,121.2406,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:58:13Z,2024-04-01T17:58:13Z,81.6,1918.35,126523605,34057.5,28.6944,121.2406,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:58:44Z,2024-04-01T17:58:44Z,81.6,1918.35,126523605,34057.5,28.7209,121.2387,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:59:15Z,2024-04-01T17:59:15Z,81.6,1918.35,126524925,34057.5,28.7264,121.2375,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:59:19Z,2024-04-01T17:59:19Z,81.6,1918.35,126524925,34057.5,28.7264,121.2375,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T01:59:50Z,2024-04-01T17:59:50Z,81.2,1918.35,126526160,34058,28.7371,121.235,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:00:25Z,2024-04-01T18:00:25Z,81.6,1918.35,126526160,34058,28.7403,121.2316,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:00:56Z,2024-04-01T18:00:56Z,81.6,1918.4,126527310,34058,28.7396,121.2255,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:01:50Z,2024-04-01T18:01:50Z,81.2,1918.4,126527310,34058,28.7404,121.219,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:02:50Z,2024-04-01T18:02:50Z,81.2,1918.4,126528630,34058.5,28.7428,121.2142,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:03:22Z,2024-04-01T18:03:22Z,81.2,1918.4,126529925,34059,28.7428,121.2142,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:03:53Z,2024-04-01T18:03:53Z,81.2,1918.4,126529925,34059,28.7428,121.2142,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:04:24Z,2024-04-01T18:04:24Z,81.6,1918.45,126531200,34059.5,28.7428,121.2142,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:04:55Z,2024-04-01T18:04:55Z,81.2,1918.45,126531200,34059.5,28.7428,121.2142,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:05:26Z,2024-04-01T18:05:26Z,81.2,1918.45,126532530,34059.5,28.7702,121.1779,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:05:57Z,2024-04-01T18:05:57Z,81.6,1918.45,126532530,34059.5,28.7745,121.1724,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:06:28Z,2024-04-01T18:06:28Z,81.6,1918.45,126534020,34060,28.7798,121.1685,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:06:59Z,2024-04-01T18:06:59Z,81.2,1918.45,126534020,34060,28.7845,121.1645,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:07:30Z,2024-04-01T18:07:30Z,81.2,1918.5,126535390,34060,28.7881,121.1592,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:08:01Z,2024-04-01T18:08:01Z,81.2,1918.5,126535390,34060,28.7882,121.159,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:08:32Z,2024-04-01T18:08:32Z,81.2,1918.5,126536755,34060.5,28.7882,121.159,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:09:03Z,2024-04-01T18:09:03Z,81.2,1918.5,126536755,34060.5,28.7983,121.1421,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:09:19Z,2024-04-01T18:09:19Z,81.2,1918.55,126538125,34061,28.7983,121.1421,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:09:50Z,2024-04-01T18:09:50Z,81.2,1918.55,126538125,34061,28.8071,121.1322,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:10:36Z,2024-04-01T18:10:36Z,81.2,1918.55,126539545,34061,28.8111,121.1265,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:11:07Z,2024-04-01T18:11:07Z,81.2,1918.55,126540990,34061.5,28.815,121.1206,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:11:38Z,2024-04-01T18:11:38Z,81.2,1918.55,126540990,34061.5,28.8193,121.1154,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:12:09Z,2024-04-01T18:12:09Z,81.2,1918.55,126540990,34061.5,28.8234,121.1107,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:12:40Z,2024-04-01T18:12:40Z,81.2,1918.6,126542340,34062,28.8281,121.1063,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:13:11Z,2024-04-01T18:13:11Z,81.6,1918.6,126542340,34062,28.8343,121.1028,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:13:42Z,2024-04-01T18:13:42Z,81.2,1918.6,126543840,34062.5,28.8401,121.1007,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:14:13Z,2024-04-01T18:14:13Z,81.2,1918.6,126543840,34062.5,28.8447,121.0966,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:14:44Z,2024-04-01T18:14:44Z,81.2,1918.6,126545175,34062.5,28.8487,121.0916,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:15:15Z,2024-04-01T18:15:15Z,81.2,1918.6,126545175,34062.5,28.8505,121.0896,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:15:46Z,2024-04-01T18:15:46Z,81.2,1918.65,126546490,34063,28.8505,121.0896,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:16:17Z,2024-04-01T18:16:17Z,81.2,1918.65,126547825,34063,28.8604,121.0794,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:16:48Z,2024-04-01T18:16:48Z,81.2,1918.65,126547825,34063,28.8604,121.0794,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:17:19Z,2024-04-01T18:17:19Z,81.2,1918.65,126547825,34063,28.8694,121.0678,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:17:50Z,2024-04-01T18:17:50Z,81.2,1918.65,126549200,34063.5,28.8726,121.0548,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:18:21Z,2024-04-01T18:18:21Z,81.2,1918.7,126550590,34064,28.8728,121.0477,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:18:52Z,2024-04-01T18:18:52Z,81.2,1918.7,126550590,34064,28.8722,121.0406,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:19:19Z,2024-04-01T18:19:19Z,81.2,1918.7,126550590,34064,28.8722,121.0406,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:19:50Z,2024-04-01T18:19:50Z,81.2,1918.7,126552005,34064.5,28.8698,121.0267,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:20:25Z,2024-04-01T18:20:25Z,81.2,1918.7,126552005,34064.5,28.8685,121.0199,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:20:56Z,2024-04-01T18:20:56Z,81.2,1918.7,126553405,34064.5,28.8684,121.0128,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:21:27Z,2024-04-01T18:21:27Z,81.2,1918.7,126553405,34064.5,28.8707,121.0063,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:21:58Z,2024-04-01T18:21:58Z,81.2,1918.75,126554810,34065,28.8723,120.9995,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:22:29Z,2024-04-01T18:22:29Z,81.2,1918.75,126556210,34065.5,28.8736,120.9927,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:23:00Z,2024-04-01T18:23:00Z,81.2,1918.75,126556210,34065.5,28.8735,120.986,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:23:31Z,2024-04-01T18:23:31Z,81.2,1918.75,126557585,34065.5,28.8732,120.9789,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:24:02Z,2024-04-01T18:24:02Z,81.2,1918.75,126557585,34065.5,28.8726,120.9722,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:24:33Z,2024-04-01T18:24:33Z,81.2,1918.75,126557585,34065.5,28.8718,120.9653,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:25:04Z,2024-04-01T18:25:04Z,81.2,1918.8,126558945,34066,28.873,120.9586,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:25:35Z,2024-04-01T18:25:35Z,81.2,1918.8,126558945,34066,28.8763,120.953,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:26:06Z,2024-04-01T18:26:06Z,81.2,1918.8,126560320,34066.5,28.8811,120.9484,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:26:37Z,2024-04-01T18:26:37Z,81.2,1918.8,126560320,34066.5,28.8847,120.9427,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:27:08Z,2024-04-01T18:27:08Z,81.2,1918.8,126561715,34067,28.8853,120.9358,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:27:39Z,2024-04-01T18:27:39Z,81.2,1918.85,126563130,34067,28.8853,120.9287,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:28:10Z,2024-04-01T18:28:10Z,81.2,1918.85,126563130,34067,28.8831,120.9222,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:28:41Z,2024-04-01T18:28:41Z,81.2,1918.85,126563130,34067,28.8806,120.916,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:29:12Z,2024-04-01T18:29:12Z,81.2,1918.85,126564500,34067.5,28.8789,120.9094,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:29:19Z,2024-04-01T18:29:19Z,81.2,1918.85,126564500,34067.5,28.8789,120.9094,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:29:50Z,2024-04-01T18:29:50Z,81.2,1918.85,126565750,34067.5,28.8789,120.8971,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:30:34Z,2024-04-01T18:30:34Z,81.2,1918.85,126565750,34067.5,28.8785,120.8905,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:31:15Z,2024-04-01T18:31:15Z,81.2,1918.9,126567060,34068,28.877,120.8839,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:31:46Z,2024-04-01T18:31:46Z,81.2,1918.9,126567060,34068,28.8753,120.8775,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:32:17Z,2024-04-01T18:32:17Z,81.2,1918.9,126568395,34068.5,28.8736,120.871,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:32:48Z,2024-04-01T18:32:48Z,81.2,1918.9,126568395,34068.5,28.8717,120.8643,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:33:19Z,2024-04-01T18:33:19Z,81.2,1918.9,126569770,34069,28.87,120.8577,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:33:50Z,2024-04-01T18:33:50Z,81.2,1918.9,126569770,34069,28.8653,120.845,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:34:21Z,2024-04-01T18:34:21Z,81.2,1918.95,126571140,34069,28.8622,120.8395,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:34:52Z,2024-04-01T18:34:52Z,81.2,1918.95,126572480,34069.5,28.8588,120.834,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:35:23Z,2024-04-01T18:35:23Z,81.2,1918.95,126572480,34069.5,28.8553,120.8282,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:35:54Z,2024-04-01T18:35:54Z,81.2,1918.95,126572480,34069.5,28.8518,120.8227,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:36:25Z,2024-04-01T18:36:25Z,81.2,1918.95,126573840,34070,28.8484,120.817,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:36:56Z,2024-04-01T18:36:56Z,81.2,1918.95,126573840,34070,28.8453,120.811,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:37:27Z,2024-04-01T18:37:27Z,81.2,1919,126575225,34070.5,28.8428,120.8046,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:37:58Z,2024-04-01T18:37:58Z,81.2,1919,126575225,34070.5,28.8404,120.799,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:38:29Z,2024-04-01T18:38:29Z,81.2,1919,126576545,34071,28.8371,120.7934,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:39:00Z,2024-04-01T18:39:00Z,81.2,1919,126576545,34071,28.8361,120.7911,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:39:19Z,2024-04-01T18:39:19Z,81.2,1919.05,126577835,34071.5,28.8361,120.7911,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:39:50Z,2024-04-01T18:39:50Z,80.8,1919.05,126577835,34071.5,28.8333,120.7758,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:40:23Z,2024-04-01T18:40:23Z,80.4,1919.05,126579000,34072,28.8328,120.7739,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:41:04Z,2024-04-01T18:41:04Z,81.2,1919.05,126580295,34072,28.8328,120.7739,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:41:35Z,2024-04-01T18:41:35Z,81.2,1919.05,126580295,34072,28.827,120.7576,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:42:06Z,2024-04-01T18:42:06Z,81.2,1919.05,126580295,34072,28.8266,120.7506,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:42:37Z,2024-04-01T18:42:37Z,81.2,1919.1,126581695,34072,28.8262,120.7439,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:43:08Z,2024-04-01T18:43:08Z,81.2,1919.1,126581695,34072,28.8265,120.7371,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:43:39Z,2024-04-01T18:43:39Z,81.2,1919.1,126583070,34072.5,28.8279,120.7302,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
2024-04-02T02:44:10Z,2024-04-01T18:44:10Z,80.8,1919.1,126583070,34072.5,28.8286,120.7265,浙江省,台州市,2024-04-02T01:35:00.000Z,2024-04-03T02:52:00.000Z,1730,25
